GEO_ID,NAME,csr_year,starting_grade,ending_grade,enrollment_start,enrollment_end,csr,weight,weighted_csr
0500000US25011,"Franklin County, Massachusetts",2021,7,8,534.5,656.0,1.2273152478952292,0.15,0.18409728718428436
0500000US25011,"Franklin County, Massachusetts",2022,7,8,617.0,1267.0,2.053484602917342,0.15,0.3080226904376013
0500000US25011,"Franklin County, Massachusetts",2023,7,8,712.0,882.0,1.2387640449438202,0.15,0.18581460674157302
0500000US25011,"Franklin County, Massachusetts",2024,7,8,611.0,1093.0,1.7888707037643208,0.4,0.7155482815057284
0500000US25011,"Franklin County, Massachusetts",2020,8,9,1071.0,547.5,0.511204481792717,0.15,0.07668067226890755
0500000US25011,"Franklin County, Massachusetts",2021,8,9,863.5,666.0,0.7712796757382745,0.15,0.11569195136074117
0500000US25011,"Franklin County, Massachusetts",2022,8,9,656.0,723.0,1.1021341463414633,0.15,0.1653201219512195
0500000US25011,"Franklin County, Massachusetts",2023,8,9,1267.0,587.0,0.4632991318074191,0.15,0.06949486977111287
0500000US25011,"Franklin County, Massachusetts",2024,8,9,882.0,704.0,0.7981859410430839,0.4,0.3192743764172336
0500000US25011,"Franklin County, Massachusetts",2020,9,10,429.0,742.5,1.7307692307692308,0.15,0.25961538461538464
0500000US25011,"Franklin County, Massachusetts",2021,9,10,547.5,1019.0,1.8611872146118722,0.15,0.2791780821917808
0500000US25011,"Franklin County, Massachusetts",2022,9,10,666.0,410.0,0.6156156156156156,0.15,0.09234234234234234
0500000US25011,"Franklin County, Massachusetts",2023,9,10,723.0,787.0,1.0885200553250345,0.15,0.16327800829875516
0500000US25011,"Franklin County, Massachusetts",2024,9,10,587.0,344.0,0.58603066439523,0.4,0.23441226575809201
0500000US25011,"Franklin County, Massachusetts",2020,10,11,466.0,920.0,1.9742489270386265,0.15,0.296137339055794
0500000US25011,"Franklin County, Massachusetts",2021,10,11,742.5,730.0,0.9831649831649831,0.15,0.14747474747474745
0500000US25011,"Franklin County, Massachusetts",2022,10,11,1019.0,809.0,0.7939156035328754,0.15,0.11908734052993131
0500000US25011,"Franklin County, Massachusetts",2023,10,11,410.0,775.0,1.8902439024390243,0.15,0.28353658536585363
0500000US25011,"Franklin County, Massachusetts",2024,10,11,787.0,1164.0,1.4790343074968233,0.4,0.5916137229987294
0500000US25011,"Franklin County, Massachusetts",2020,11,12,1110.0,833.0,0.7504504504504504,0.15,0.11256756756756756
0500000US25011,"Franklin County, Massachusetts",2021,11,12,920.0,946.0,1.0282608695652173,0.15,0.1542391304347826
0500000US25011,"Franklin County, Massachusetts",2022,11,12,730.0,853.0,1.1684931506849314,0.15,0.17527397260273972
0500000US25011,"Franklin County, Massachusetts",2023,11,12,809.0,428.0,0.5290482076637825,0.15,0.07935723114956737
0500000US25011,"Franklin County, Massachusetts",2024,11,12,775.0,767.0,0.9896774193548387,0.4,0.3958709677419355
0500000US25013,"Hampden County, Massachusetts",2020,4,5,5484.0,5609.0,1.0227935813274982,0.15,0.15341903719912472
0500000US25013,"Hampden County, Massachusetts",2021,4,5,5686.0,6040.0,1.062258177981006,0.15,0.1593387266971509
0500000US25013,"Hampden County, Massachusetts",2022,4,5,5888.0,5699.0,0.9679008152173914,0.15,0.1451851222826087
0500000US25013,"Hampden County, Massachusetts",2023,4,5,4715.0,3676.0,0.7796394485683987,0.15,0.1169459172852598
0500000US25013,"Hampden County, Massachusetts",2024,4,5,4637.0,4588.0,0.9894328229458702,0.4,0.3957731291783481
0500000US25013,"Hampden County, Massachusetts",2020,5,6,5178.0,5415.0,1.0457705677867903,0.15,0.15686558516801855
0500000US25013,"Hampden County, Massachusetts",2021,5,6,5609.0,3991.0,0.7115350329827064,0.15,0.10673025494740596
0500000US25013,"Hampden County, Massachusetts",2022,5,6,6040.0,5334.0,0.883112582781457,0.15,0.13246688741721854
0500000US25013,"Hampden County, Massachusetts",2023,5,6,5699.0,5032.0,0.8829619231444114,0.15,0.1324442884716617
0500000US25013,"Hampden County, Massachusetts",2024,5,6,3676.0,4334.0,1.1789989118607183,0.4,0.4715995647442873
0500000US25013,"Hampden County, Massachusetts",2020,6,7,6839.0,5832.0,0.8527562509138763,0.15,0.12791343763708143
0500000US25013,"Hampden County, Massachusetts",2021,6,7,5415.0,7992.0,1.4759002770083103,0.15,0.22138504155124653
0500000US25013,"Hampden County, Massachusetts",2022,6,7,3991.0,6278.0,1.5730393385116512,0.15,0.23595590077674766
0500000US25013,"Hampden County, Massachusetts",2023,6,7,5334.0,6324.0,1.185601799775028,0.15,0.1778402699662542
0500000US25013,"Hampden County, Massachusetts",2024,6,7,5032.0,6509.0,1.2935214626391096,0.4,0.5174085850556439
0500000US25013,"Hampden County, Massachusetts",2020,7,8,3672.0,5534.5,1.5072167755991286,0.15,0.22608251633986928
0500000US25013,"Hampden County, Massachusetts",2021,7,8,5832.0,5917.0,1.0145747599451302,0.15,0.15218621399176954
0500000US25013,"Hampden County, Massachusetts",2022,7,8,7992.0,5965.0,0.7463713713713713,0.15,0.11195570570570569
0500000US25013,"Hampden County, Massachusetts",2023,7,8,6278.0,5784.0,0.9213125199107997,0.15,0.13819687798661995
0500000US25013,"Hampden County, Massachusetts",2024,7,8,6324.0,8519.0,1.347090449082859,0.4,0.5388361796331437
0500000US25013,"Hampden County, Massachusetts",2020,8,9,5152.0,5268.5,1.0226125776397517,0.15,0.15339188664596273
0500000US25013,"Hampden County, Massachusetts",2021,8,9,5534.5,4756.0,0.8593368868009758,0.15,0.12890053302014637
0500000US25013,"Hampden County, Massachusetts",2022,8,9,5917.0,5368.0,0.9072164948453608,0.15,0.1360824742268041
0500000US25013,"Hampden County, Massachusetts",2023,8,9,5965.0,7382.0,1.237552388935457,0.15,0.18563285834031854
0500000US25013,"Hampden County, Massachusetts",2024,8,9,5784.0,6375.0,1.1021784232365146,0.4,0.44087136929460585
0500000US25013,"Hampden County, Massachusetts",2020,9,10,5781.0,5588.5,0.9667012627573084,0.15,0.14500518941359625
0500000US25013,"Hampden County, Massachusetts",2021,9,10,5268.5,5861.0,1.1124608522349815,0.15,0.1668691278352472
0500000US25013,"Hampden County, Massachusetts",2022,9,10,4756.0,6959.0,1.4632043734230447,0.15,0.2194806560134567
0500000US25013,"Hampden County, Massachusetts",2023,9,10,5368.0,5744.0,1.0700447093889718,0.15,0.16050670640834577
